"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 02 09:24:08 GMT 2024","Fri Feb 02 09:24:14 GMT 2024","6487","QaseIO Smoke Test","Thread #2","tests.ProjectTest","tests.ProjectTest","projectShouldBeCreated","Create Project",""
"passed","Fri Feb 02 09:22:11 GMT 2024","Fri Feb 02 09:22:14 GMT 2024","2807","QaseIO Smoke Test","Thread #1","tests.LoginTest","tests.LoginTest","emptyEmailLogin","Unsuccessful login with empty email",""
"passed","Fri Feb 02 09:24:44 GMT 2024","Fri Feb 02 09:24:45 GMT 2024","975","QaseIO Smoke Test","Thread #2","tests.ProjectApiTest","tests.ProjectApiTest","projectShouldBeCreatedViaApi","Create Project via API",""
"passed","Fri Feb 02 09:23:16 GMT 2024","Fri Feb 02 09:23:18 GMT 2024","1958","QaseIO Smoke Test","Thread #1","tests.SuiteApiTest","tests.SuiteApiTest","suiteShouldBeUpdatedViaApi","Update Suite via API",""
"passed","Fri Feb 02 09:24:26 GMT 2024","Fri Feb 02 09:24:34 GMT 2024","8609","QaseIO Smoke Test","Thread #2","tests.ProjectTest","tests.ProjectTest","projectShouldBeUpdated","Update Project",""
"passed","Fri Feb 02 09:24:45 GMT 2024","Fri Feb 02 09:24:46 GMT 2024","1283","QaseIO Smoke Test","Thread #2","tests.ProjectApiTest","tests.ProjectApiTest","projectShouldBeRemovedViaApi","Remove Project via API",""
"passed","Fri Feb 02 09:22:11 GMT 2024","Fri Feb 02 09:22:38 GMT 2024","26898","QaseIO Smoke Test","Thread #2","tests.TestCaseTest","tests.TestCaseTest","testCaseShouldBeCreated","Create Test Case",""
"passed","Fri Feb 02 09:22:26 GMT 2024","Fri Feb 02 09:22:30 GMT 2024","3937","QaseIO Smoke Test","Thread #1","tests.LoginTest","tests.LoginTest","successfulLogin","Successful login",""
"passed","Fri Feb 02 09:22:48 GMT 2024","Fri Feb 02 09:22:59 GMT 2024","10776","QaseIO Smoke Test","Thread #1","tests.SuiteTest","tests.SuiteTest","suiteShouldBeRemoved","Remove Suite",""
"passed","Fri Feb 02 09:22:15 GMT 2024","Fri Feb 02 09:22:16 GMT 2024","1712","QaseIO Smoke Test","Thread #1","tests.LoginTest","tests.LoginTest","emptyInputLogin","Unsuccessful login with empty input",""
"passed","Fri Feb 02 09:23:12 GMT 2024","Fri Feb 02 09:23:14 GMT 2024","1343","QaseIO Smoke Test","Thread #1","tests.SuiteApiTest","tests.SuiteApiTest","suiteShouldBeCreatedViaApi","Create Suite via API",""
"broken","Fri Feb 02 09:24:58 GMT 2024","Fri Feb 02 09:25:00 GMT 2024","1722","QaseIO Smoke Test","Thread #2","tests.TestCaseApiTest","tests.TestCaseApiTest","testCaseShouldBeUpdatedViaApi","Update Test Case via API",""
"broken","Fri Feb 02 09:24:49 GMT 2024","Fri Feb 02 09:24:51 GMT 2024","1411","QaseIO Smoke Test","Thread #2","tests.TestCaseApiTest","tests.TestCaseApiTest","testCaseShouldBeCreatedViaApi","Create Test Case via API",""
"passed","Fri Feb 02 09:24:35 GMT 2024","Fri Feb 02 09:24:39 GMT 2024","4599","QaseIO Smoke Test","Thread #2","tests.ProjectTest","tests.ProjectTest","projectShouldNotBeCreatedEmptyProjectCode","Create Project with empty project code",""
"passed","Fri Feb 02 09:22:23 GMT 2024","Fri Feb 02 09:22:25 GMT 2024","2412","QaseIO Smoke Test","Thread #1","tests.LoginTest","tests.LoginTest","invalidPasswordLogin","Unsuccessful login with invalid password",""
