"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 01 08:05:58 GMT 2024","Thu Feb 01 08:05:59 GMT 2024","1220","QaseIO Smoke Test","Thread #2","tests.TestCaseApiTest","tests.TestCaseApiTest","testCaseShouldBeRemovedViaApi","Remove Test Case via API",""
"passed","Thu Feb 01 08:04:38 GMT 2024","Thu Feb 01 08:04:38 GMT 2024","863","QaseIO Smoke Test","Thread #1","tests.SuiteApiTest","tests.SuiteApiTest","suiteShouldBeUpdatedViaApi","Update Suite via API",""
"passed","Thu Feb 01 08:05:04 GMT 2024","Thu Feb 01 08:05:24 GMT 2024","19780","QaseIO Smoke Test","Thread #2","tests.TestCaseTest","tests.TestCaseTest","testCaseShouldBeUpdated","Update Test Case",""
"passed","Thu Feb 01 08:05:56 GMT 2024","Thu Feb 01 08:05:57 GMT 2024","436","QaseIO Smoke Test","Thread #2","tests.ProjectApiTest","tests.ProjectApiTest","projectShouldBeCreatedViaApi","Create Project via API",""
"passed","Thu Feb 01 08:04:05 GMT 2024","Thu Feb 01 08:04:27 GMT 2024","21472","QaseIO Smoke Test","Thread #2","tests.TestCaseTest","tests.TestCaseTest","testCaseShouldBeCreated","Create Test Case",""
"passed","Thu Feb 01 08:03:47 GMT 2024","Thu Feb 01 08:03:48 GMT 2024","1495","QaseIO Smoke Test","Thread #1","tests.LoginTest","tests.LoginTest","emptyPasswordLogin","Unsuccessful login with empty password",""
"passed","Thu Feb 01 08:03:49 GMT 2024","Thu Feb 01 08:03:51 GMT 2024","2210","QaseIO Smoke Test","Thread #1","tests.LoginTest","tests.LoginTest","invalidEmailLogin","Unsuccessful login with invalid Email",""
"passed","Thu Feb 01 08:05:59 GMT 2024","Thu Feb 01 08:06:01 GMT 2024","1051","QaseIO Smoke Test","Thread #2","tests.TestCaseApiTest","tests.TestCaseApiTest","testCaseShouldBeUpdatedViaApi","Update Test Case via API",""
"passed","Thu Feb 01 08:03:44 GMT 2024","Thu Feb 01 08:03:46 GMT 2024","1445","QaseIO Smoke Test","Thread #1","tests.LoginTest","tests.LoginTest","emptyInputLogin","Unsuccessful login with empty input",""
"passed","Thu Feb 01 08:05:24 GMT 2024","Thu Feb 01 08:05:30 GMT 2024","6161","QaseIO Smoke Test","Thread #2","tests.ProjectTest","tests.ProjectTest","projectShouldBeCreated","Create Project",""
"passed","Thu Feb 01 08:03:54 GMT 2024","Thu Feb 01 08:03:57 GMT 2024","3162","QaseIO Smoke Test","Thread #1","tests.LoginTest","tests.LoginTest","successfulLogin","Successful login",""
"passed","Thu Feb 01 08:05:31 GMT 2024","Thu Feb 01 08:05:39 GMT 2024","8483","QaseIO Smoke Test","Thread #2","tests.ProjectTest","tests.ProjectTest","projectShouldBeDeleted","Remove Project",""
"passed","Thu Feb 01 08:03:58 GMT 2024","Thu Feb 01 08:04:14 GMT 2024","15435","QaseIO Smoke Test","Thread #1","tests.SuiteTest","tests.SuiteTest","suiteShouldBeCreated","Create Suite",""
"passed","Thu Feb 01 08:04:37 GMT 2024","Thu Feb 01 08:04:38 GMT 2024","1043","QaseIO Smoke Test","Thread #1","tests.SuiteApiTest","tests.SuiteApiTest","suiteShouldBeRemovedViaApi","Remove Suite via API",""
"passed","Thu Feb 01 08:04:27 GMT 2024","Thu Feb 01 08:04:47 GMT 2024","19193","QaseIO Smoke Test","Thread #2","tests.TestCaseTest","tests.TestCaseTest","testCaseShouldBeRemoved","Remove Test Case",""
