"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 12 18:26:22 GMT 2024","Mon Feb 12 18:26:44 GMT 2024","22487","QaseIO Smoke Test","Thread #2","tests.TestCaseTest","tests.TestCaseTest","testCaseShouldBeUpdated","Update Test Case",""
"passed","Mon Feb 12 18:25:18 GMT 2024","Mon Feb 12 18:25:19 GMT 2024","1443","QaseIO Smoke Test","Thread #1","tests.LoginTest","tests.LoginTest","emptyInputLogin","Unsuccessful login with empty input",""
"passed","Mon Feb 12 18:27:32 GMT 2024","Mon Feb 12 18:27:34 GMT 2024","1668","QaseIO Smoke Test","Thread #2","tests.TestCaseApiTest","tests.TestCaseApiTest","testCaseShouldBeCreatedViaApi","Create Test Case via API",""
"passed","Mon Feb 12 18:25:58 GMT 2024","Mon Feb 12 18:26:21 GMT 2024","23319","QaseIO Smoke Test","Thread #2","tests.TestCaseTest","tests.TestCaseTest","testCaseShouldBeRemoved","Remove Test Case",""
"passed","Mon Feb 12 18:27:34 GMT 2024","Mon Feb 12 18:27:36 GMT 2024","2228","QaseIO Smoke Test","Thread #2","tests.TestCaseApiTest","tests.TestCaseApiTest","testCaseShouldBeRemovedViaApi","Remove Test Case via API",""
"passed","Mon Feb 12 18:25:44 GMT 2024","Mon Feb 12 18:25:56 GMT 2024","11272","QaseIO Smoke Test","Thread #1","tests.SuiteTest","tests.SuiteTest","suiteShouldBeRemoved","Remove Suite",""
"passed","Mon Feb 12 18:27:30 GMT 2024","Mon Feb 12 18:27:31 GMT 2024","916","QaseIO Smoke Test","Thread #2","tests.ProjectApiTest","tests.ProjectApiTest","projectShouldBeCreatedViaApi","Create Project via API",""
"passed","Mon Feb 12 18:27:01 GMT 2024","Mon Feb 12 18:27:11 GMT 2024","9848","QaseIO Smoke Test","Thread #2","tests.ProjectTest","tests.ProjectTest","projectShouldBeDeleted","Remove Project",""
"passed","Mon Feb 12 18:27:36 GMT 2024","Mon Feb 12 18:27:38 GMT 2024","1905","QaseIO Smoke Test","Thread #2","tests.TestCaseApiTest","tests.TestCaseApiTest","testCaseShouldBeUpdatedViaApi","Update Test Case via API",""
"passed","Mon Feb 12 18:25:22 GMT 2024","Mon Feb 12 18:25:25 GMT 2024","2336","QaseIO Smoke Test","Thread #1","tests.LoginTest","tests.LoginTest","invalidEmailLogin","Unsuccessful login with invalid Email",""
"passed","Mon Feb 12 18:26:12 GMT 2024","Mon Feb 12 18:26:14 GMT 2024","1328","QaseIO Smoke Test","Thread #1","tests.SuiteApiTest","tests.SuiteApiTest","suiteShouldBeCreatedViaApi","Create Suite via API",""
"passed","Mon Feb 12 18:26:45 GMT 2024","Mon Feb 12 18:26:51 GMT 2024","6330","QaseIO Smoke Test","Thread #2","tests.ProjectTest","tests.ProjectTest","projectShouldBeCreated","Create Project",""
"passed","Mon Feb 12 18:26:16 GMT 2024","Mon Feb 12 18:26:18 GMT 2024","1855","QaseIO Smoke Test","Thread #1","tests.SuiteApiTest","tests.SuiteApiTest","suiteShouldBeUpdatedViaApi","Update Suite via API",""
"passed","Mon Feb 12 18:25:20 GMT 2024","Mon Feb 12 18:25:22 GMT 2024","1793","QaseIO Smoke Test","Thread #1","tests.LoginTest","tests.LoginTest","emptyPasswordLogin","Unsuccessful login with empty password",""
"passed","Mon Feb 12 18:27:12 GMT 2024","Mon Feb 12 18:27:20 GMT 2024","8011","QaseIO Smoke Test","Thread #2","tests.ProjectTest","tests.ProjectTest","projectShouldBeUpdated","Update Project",""
